Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,limiting_long-term_illness_disability,samhi_index.2011,population_cannot_speak_english
E02000769,Redbridge 019,18.5,49.7,640,19.14311759,13.9,-1.942870881247572,3.4
E02000770,Redbridge 020,17.6,43.7,350,25.94296228,14.2,-1.72593824000086,5.9
E02000772,Redbridge 022,18.3,57.0,363,21.95540309,14.4,-1.847313740222152,6.4
E02000773,Redbridge 023,17.3,50.6,382,23.10418143,12.8,-1.851134070433411,6.0
E02000774,Redbridge 024,18.5,63.7,272,23.64380757,14.3,-1.601408373597289,7.9
E02000776,Redbridge 026,16.2,54.9,312,25.02818489,14.0,-1.773435952963724,6.2
E02000777,Redbridge 027,16.4,35.6,512,15.05944518,16.2,-1.091659052282796,2.1
E02000779,Redbridge 029,16.9,53.2,332,15.4772141,13.7,-1.456637533796329,7.1
E02000780,Redbridge 030,18.6,64.9,502,27.04252269,13.3,-1.196274271291005,8.9
E02000781,Redbridge 031,20.5,42.9,588,26.2605042,14.8,-1.97086081819687,5.9
E02000782,Redbridge 032,19.8,66.0,271,26.55571635,14.4,-1.896486872687645,9.8
E02000783,Redbridge 033,20.5,67.6,217,27.71599658,14.7,-2.09446040409867,8.2
E02000784,Richmond upon Thames 001,9.1,42.1,1463,19.18335901,11.1,-1.472363053629206,0.9
E02000785,Richmond upon Thames 002,5.8,34.0,1370,13.15789474,9.9,-2.219863292866389,0.9
E02000786,Richmond upon Thames 003,9.8,39.1,1546,13.55072464,10.4,-1.600759299855448,0.8
E02000787,Richmond upon Thames 004,11.6,43.9,1293,14.24354244,11.5,-1.902370969714009,1.6
E02000788,Richmond upon Thames 005,7.6,29.9,1148,14.15174766,9.7,-1.829801543822782,0.9
E02000789,Richmond upon Thames 006,8.8,33.9,927,15.83452211,10.9,-1.624596769214717,1.1
E02000790,Richmond upon Thames 007,5.4,29.4,896,13.3938706,7.4,-2.000413415226241,0.5
E02000791,Richmond upon Thames 008,5.1,31.2,1075,11.32404181,8.9,-2.049301457626557,0.7
E02000792,Richmond upon Thames 009,6.4,37.0,1037,15.64102564,10.7,-1.993813965357492,0.9
E02000793,Richmond upon Thames 010,16.8,39.4,566,14.63654224,14.4,-1.521913571121365,1.8
E02000794,Richmond upon Thames 011,10.4,31.8,716,14.03091558,10.7,-2.348344375546505,0.9
E02000795,Richmond upon Thames 012,9.3,35.5,824,21.16040956,11.0,-1.656070850961717,0.7
E02000796,Richmond upon Thames 013,20.4,47.6,572,17.00581395,15.3,-1.702273123977495,2.5
E02000797,Richmond upon Thames 014,6.4,35.9,953,8.8639201,8.1,-2.488739163552252,0.8
E02000798,Richmond upon Thames 015,13.4,27.7,948,11.78861789,12.0,-2.158613070177272,1.3
E02000799,Richmond upon Thames 016,6.2,32.0,694,15.63342318,8.9,-2.312062790901717,0.4
E02000800,Richmond upon Thames 017,17.3,44.6,338,16.20029455,14.9,-1.276368705677159,1.3
E02000801,Richmond upon Thames 018,7.9,25.9,753,11.62255466,8.7,-2.135797640712688,0.5
E02000802,Richmond upon Thames 019,11.4,23.9,701,13.23692992,13.0,-1.496401319392097,0.7
E02000803,Richmond upon Thames 020,17.6,40.8,688,13.21695761,15.6,-1.949086277941127,1.4
E02000804,Richmond upon Thames 021,8.4,26.8,805,14.23611111,11.8,-1.950924476346676,0.5
E02000805,Richmond upon Thames 022,10.0,43.0,1069,14.46776612,12.3,-1.31044011417716,0.9
E02000806,Richmond upon Thames 023,12.5,39.1,917,11.28165771,13.0,-2.138347219342489,0.6
E02000807,Southwark 001,10.0,41.7,1251,8.947368421,9.1,-1.570293955835144,1.4
E02000808,Southwark 002,10.8,47.8,1483,15.05016722,11.3,-1.169873908956354,1.7
E02000809,Southwark 003,6.4,49.3,3238,10.82802548,6.7,-2.054922978381438,1.1
E02000810,Southwark 004,19.8,52.7,878,16.85499058,14.5,-1.313288410936668,2.5
E02000812,Southwark 006,14.4,44.4,1111,16.51560926,13.6,-1.50668079192036,2.3
E02000813,Southwark 007,20.7,51.4,647,18.21705426,14.7,-1.289881901843379,3.2
E02000814,Southwark 008,10.8,39.5,1173,11.27717391,9.9,-1.480387331063072,2.2
E02000815,Southwark 009,9.6,40.6,747,17.67955801,9.0,-1.61182841047745,3.6
E02000816,Southwark 010,23.8,49.7,606,15.59714795,15.4,-1.277650746146683,2.9
E02000817,Southwark 011,29.9,52.6,325,15.38461538,20.4,-1.175408187929848,3.9
E02000818,Southwark 012,21.4,40.0,503,18.56060606,16.2,-1.249194288796501,3.9
E02000819,Southwark 013,20.9,48.3,455,19.3236715,15.5,-1.300518227977622,4.2
E02000820,Southwark 014,17.0,45.4,697,19.39799331,14.1,-1.5311380229111,3.5
E02000821,Southwark 015,22.6,43.7,343,22.13868003,14.6,-1.1723954353176,6.0
E02000822,Southwark 016,21.7,45.9,382,19.84126984,14.5,-1.395201080393052,5.5
E02000823,Southwark 017,19.2,44.1,514,19.02113459,15.0,-1.548326772324736,4.7
E02000824,Southwark 018,22.0,47.7,327,25.61750176,14.9,-1.684976889853664,4.4
E02000825,Southwark 019,19.6,46.0,430,21.05943152,13.8,-1.686228887033091,4.7
E02000826,Southwark 020,17.8,38.2,490,20.44247788,13.7,-1.756668414765544,4.3
E02000827,Southwark 021,19.0,37.1,571,19.44240646,14.2,-1.599289125465469,4.8
E02000828,Southwark 022,20.4,50.6,395,20.39586919,15.3,-1.805945138471682,5.5
E02000829,Southwark 023,20.4,43.9,590,16.18969747,17.5,-1.203650383506184,4.1
E02000830,Southwark 024,11.6,44.1,906,18.09421842,12.6,-1.68308923774046,2.0
E02000831,Southwark 025,14.3,42.5,810,13.62445415,14.2,-1.206590651471953,2.5
E02000832,Southwark 026,21.7,46.8,497,20.1509434,17.6,-1.271402221180346,2.9
E02000833,Southwark 027,14.6,39.1,480,16.54545455,11.5,-1.907634421314905,3.0
E02000834,Southwark 028,11.3,39.6,1030,11.75869121,12.2,-1.528150785226448,1.2
E02000835,Southwark 029,16.6,46.6,516,13.31417625,13.7,-1.386466693400613,2.0
E02000836,Southwark 030,11.5,33.9,955,13.61003861,11.8,-1.335207242139248,1.2
E02000837,Southwark 031,8.1,32.5,1209,20.7852194,9.3,-2.153987394968612,0.8
E02000838,Southwark 032,13.9,42.3,852,14.1285956,13.0,-1.536497437842887,1.4
E02000839,Southwark 033,12.7,47.9,705,16.27246925,14.1,-1.814198257058018,1.6
E02000840,Sutton 001,28.1,47.9,370,15.48242334,16.9,-0.5772447059656926,1.7
E02000841,Sutton 002,27.5,48.0,400,16.90245719,16.3,-0.5653615766396438,2.4
E02000842,Sutton 003,21.6,34.7,451,15.83756345,14.4,-0.6434002736161752,1.5
E02000843,Sutton 004,18.5,42.1,508,14.02142162,11.7,-0.8980998446933488,1.2
E02000844,Sutton 005,23.4,35.8,419,15.44571933,15.4,-0.5260879855092955,1.2
E02000845,Sutton 006,15.9,34.2,630,11.34421134,11.3,-1.791264690667438,2.1
E02000846,Sutton 007,20.5,36.5,397,13.4595163,15.7,-0.9062311580471788,1.3
E02000847,Sutton 008,19.2,32.4,576,13.43984962,14.6,-1.592206818030065,1.3
E02000848,Sutton 009,18.8,25.1,472,16.57559199,11.7,-1.515726218360666,1.0
E02000849,Sutton 010,17.4,42.5,444,14.84759095,14.4,-0.902432456762274,1.0
E02000850,Sutton 011,19.8,31.0,604,14.80169972,13.6,-1.16273335477672,1.0
E02000851,Sutton 012,21.5,53.3,515,11.79941003,17.3,-0.7936938890413805,2.6
E02000852,Sutton 013,17.0,34.0,523,11.37055838,11.7,-1.13064143449217,1.0
E02000853,Sutton 014,17.7,37.5,509,11.88299817,12.7,-1.174733837772045,1.8
E02000854,Sutton 015,15.1,39.2,556,14.2384106,13.4,-1.021274471336528,0.6
E02000855,Sutton 016,13.6,29.5,567,13.94891945,12.6,-1.322809506348451,1.2
E02000856,Sutton 017,15.0,29.1,613,13.16831683,13.3,-1.437733415837295,1.2
E02000857,Sutton 018,13.8,40.6,622,8.05134189,15.2,-0.7861098166793283,1.7
E02000858,Sutton 019,25.3,52.2,321,19.37602627,16.9,-0.677135365194016,1.5
E02000859,Sutton 020,18.2,43.7,564,14.87854251,17.5,-0.61299518095307,1.2
E02000860,Sutton 021,17.5,42.9,580,10.40935673,17.0,-0.7444604838102649,2.1
E02000861,Sutton 022,11.2,25.3,625,16.68496158,11.7,-1.53487439824062,0.6
E02000863,Sutton 024,17.6,35.3,514,17.24137931,15.0,-1.305459013474607,0.7
E02000864,Tower Hamlets 001,28.6,58.5,508,27.42268041,18.4,-0.9764443872033725,5.4
E02000865,Tower Hamlets 002,24.6,63.1,401,29.30174564,17.0,-0.8700782846974005,8.4
E02000866,Tower Hamlets 003,19.5,51.6,861,25.05263158,13.4,-1.186719196290613,4.3
E02000867,Tower Hamlets 004,16.0,59.2,1071,23.47826087,11.6,-1.22089592941022,4.6
E02000868,Tower Hamlets 005,19.5,69.7,586,33.45454545,13.3,-1.452510018299012,6.9
E02000869,Tower Hamlets 006,21.9,57.9,537,25.68807339,16.8,-1.088217860829269,6.9
E02000870,Tower Hamlets 007,23.6,57.1,435,28.41068917,15.6,-1.461175885725915,6.3
E02000871,Tower Hamlets 008,24.6,65.2,323,31.0137457,14.3,-1.643535692211941,10.3
E02000872,Tower Hamlets 009,19.6,67.0,765,30.88023088,13.9,-1.285329392760116,8.4
E02000873,Tower Hamlets 010,16.5,66.5,389,31.41426783,12.0,-1.718718568657812,8.1
E02000874,Tower Hamlets 011,23.9,66.2,321,35.4679803,15.6,-1.620828077127153,11.4
E02000875,Tower Hamlets 012,24.4,66.6,470,34.16046319,14.2,-1.704497762252122,10.3
E02000876,Tower Hamlets 013,19.1,78.1,488,29.24242424,14.6,-1.588124964870525,10.5
E02000877,Tower Hamlets 014,24.3,60.0,415,33.65695793,14.0,-1.678552833865098,10.3
E02000878,Tower Hamlets 015,17.2,75.6,1215,27.41116751,13.6,-1.305667136501562,10.7
E02000879,Tower Hamlets 016,26.3,64.6,373,33.58681876,18.4,-1.166159890321908,9.8
E02000880,Tower Hamlets 017,23.1,64.2,317,29.13256956,15.3,-1.41728105215868,10.7
E02000881,Tower Hamlets 018,29.2,66.1,265,35.17382413,15.4,-1.261196793437791,9.2
E02000882,Tower Hamlets 019,27.5,65.7,332,35.47826087,16.4,-1.49733208823669,11.0
E02000883,Tower Hamlets 020,31.9,62.6,263,32.27561197,18.3,-1.26231221791844,10.0
E02000884,Tower Hamlets 021,13.6,73.8,1426,27.25968436,11.2,-2.002720524710866,10.2
E02000885,Tower Hamlets 022,27.2,67.5,337,33.65617433,18.3,-1.577161116535588,12.2
E02000886,Tower Hamlets 023,17.1,61.3,1022,25.40322581,12.3,-1.343628564364258,7.6
E02000887,Tower Hamlets 024,26.4,62.0,412,27.17569787,15.0,-0.9024368885559588,9.8
E02000888,Tower Hamlets 025,16.5,59.9,1066,29.19389978,10.7,-1.697518456056083,8.8
E02000889,Tower Hamlets 026,15.7,56.2,935,24.79871176,11.8,-1.633379915180982,6.9
E02000890,Tower Hamlets 027,8.8,40.6,1349,13.50649351,8.8,-1.971578764783448,2.5
E02000891,Tower Hamlets 028,11.6,58.2,1902,22.46203038,8.2,-1.950808289845147,4.8
E02000893,Tower Hamlets 030,20.3,58.3,611,17.3053152,14.2,-1.538099838582155,5.1
E02000894,Tower Hamlets 031,11.2,58.7,1490,15.32921811,7.7,-1.975060926431256,4.6
E02000895,Waltham Forest 001,29.1,46.1,380,17.70623742,20.0,-0.8984313573269986,2.0
E02000896,Waltham Forest 002,19.9,39.6,677,13.17073171,16.2,-1.396106429682589,1.0
E02000897,Waltham Forest 003,29.3,49.3,445,17.59776536,19.8,-1.418353374924002,2.1
E02000898,Waltham Forest 004,26.3,48.0,407,14.96598639,18.4,-1.022393663833283,2.1
E02000899,Waltham Forest 005,25.2,36.0,454,14.4,16.5,-1.033750459465868,2.7
E02000900,Waltham Forest 006,26.3,49.5,360,20.12522361,16.7,-1.487250943118502,3.2
E02000901,Waltham Forest 007,18.4,35.7,597,15.56082148,15.1,-1.813459559778305,1.5
E02000902,Waltham Forest 008,22.0,46.9,404,20.92050209,14.4,-1.859364687288897,3.6
E02000903,Waltham Forest 009,26.3,55.4,377,24.4478294,16.9,-1.403993211591942,6.5
E02000904,Waltham Forest 010,18.6,47.0,446,18.12816189,12.4,-1.92335587705479,4.4
E02000905,Waltham Forest 011,19.7,47.7,442,19.1376702,13.5,-1.243772161145087,6.7
E02000906,Waltham Forest 012,20.7,48.3,444,20.29548989,12.8,-1.648895265657775,7.2
E02000907,Waltham Forest 013,24.7,53.8,376,25.94936709,16.3,-0.8894721444547932,6.7
E02000908,Waltham Forest 014,18.0,45.1,602,15.98455598,12.7,-1.565472008734914,6.7
E02000909,Waltham Forest 015,16.8,42.4,543,15.42416452,13.2,-1.352264996978512,4.2
E02000910,Waltham Forest 016,17.3,51.7,617,16.76646707,14.4,-0.9366059970737958,7.9
E02000911,Waltham Forest 017,19.4,49.7,526,19.30555556,13.4,-1.514656058088645,7.7
E02000912,Waltham Forest 018,23.0,46.6,404,25.71202532,15.7,-1.296439245608194,8.1
E02000913,Waltham Forest 019,19.4,48.8,467,23.51797862,14.4,-1.705745004349837,6.6
E02000914,Waltham Forest 020,23.0,56.5,364,25.67272727,15.7,-1.61703585690444,10.8
E02000915,Waltham Forest 021,16.6,45.3,614,16.48471616,13.7,-1.202307670858357,4.3
E02000916,Waltham Forest 022,21.7,45.7,380,18.58887381,12.1,-1.322972117856165,8.6
E02000917,Waltham Forest 023,16.0,34.0,444,19.1626409,10.5,-1.635988117096721,7.8
E02000918,Waltham Forest 024,16.8,49.5,558,17.60435572,12.7,-1.935757660149159,5.6
E02000919,Waltham Forest 025,16.9,45.8,528,18.9,12.4,-1.881928105697031,7.8
E02000920,Waltham Forest 026,18.8,51.5,419,21.02519548,14.0,-1.768852770188693,7.2
E02000921,Waltham Forest 027,20.0,55.0,475,24.28958051,14.1,-1.442413054877417,6.5
E02000922,Waltham Forest 028,18.3,41.3,483,20.03081664,12.8,-1.435506346204221,8.3
E02000923,Wandsworth 001,9.0,37.0,1294,12.30283912,10.7,-1.548020295858361,1.5
E02000924,Wandsworth 002,13.6,52.1,1324,15.65703635,11.9,-1.569740168736342,3.6
E02000925,Wandsworth 003,17.6,49.7,775,19.65020576,14.6,-0.9802108530092182,2.4
E02000926,Wandsworth 004,9.9,49.8,1472,15.25658807,9.8,-1.611874384829486,1.6
E02000927,Wandsworth 005,17.0,54.9,927,13.44262295,14.1,-1.391819706510519,0.9
E02000928,Wandsworth 006,7.5,39.8,1414,16.30804077,8.6,-1.791783255058827,0.6
E02000929,Wandsworth 007,21.9,49.5,422,18.63488624,15.3,-1.207818324286488,3.0
E02000930,Wandsworth 008,7.7,46.5,1742,10.62416999,8.5,-1.981468125948369,1.0
E02000931,Wandsworth 009,5.3,33.8,1818,14.40377804,6.4,-2.053091123257376,0.7
E02000932,Wandsworth 010,5.1,43.9,2065,12.6778784,6.3,-1.863323499785078,1.2
E02000933,Wandsworth 011,9.2,45.2,1322,19.12632822,10.3,-1.755441570442757,1.2
E02000934,Wandsworth 012,8.7,39.6,1632,11.01573677,9.0,-1.883975051059358,1.2
E02000935,Wandsworth 013,18.7,57.4,286,19.47115385,15.8,-1.109437679889119,4.1
E02000936,Wandsworth 014,8.5,53.5,1166,15.69282137,11.8,-1.684355072700232,1.5
E02000937,Wandsworth 015,7.1,37.6,1449,19.70649895,8.1,-1.960924515385859,1.0
E02000938,Wandsworth 016,17.7,52.7,781,16.72661871,16.7,-1.152665024106595,2.6
E02000939,Wandsworth 017,7.6,50.8,1354,18.52534562,9.1,-1.562672210922955,1.2
E02000940,Wandsworth 018,14.7,51.0,819,17.20183486,11.4,-1.549662516601143,3.4
E02000941,Wandsworth 019,9.8,43.7,1598,19.05187835,9.3,-1.363117546566888,1.2
E02000942,Wandsworth 020,7.9,34.2,1332,21.34423252,8.7,-1.933556311970408,2.1
E02000943,Wandsworth 021,7.5,37.6,1452,18.85790173,8.5,-1.494281538268953,1.4
E02000944,Wandsworth 022,17.3,47.9,585,21.13459399,15.1,-1.416396253751423,4.1
E02000945,Wandsworth 023,18.7,48.1,343,21.20051086,16.0,-1.147365784960385,4.2
E02000946,Wandsworth 024,15.9,46.9,1000,18.43137255,13.6,-1.69742412389309,2.9
E02000947,Wandsworth 025,8.6,38.3,1204,9.359104781,8.8,-1.951713732952087,1.2
E02000948,Wandsworth 026,8.0,46.9,1577,13.08176101,9.1,-1.48603469263459,1.3
E02000949,Wandsworth 027,7.0,31.2,1573,20.24291498,10.0,-1.407936572835264,1.0
E02000950,Wandsworth 028,12.2,46.0,803,18.87694146,10.8,-1.983156893052657,3.0
E02000951,Wandsworth 029,10.0,43.4,831,16.34446397,13.0,-1.55115544748934,1.8
E02000952,Wandsworth 030,10.1,50.4,817,23.27447833,11.7,-1.661944236563554,2.4
E02000953,Wandsworth 031,10.4,37.1,860,14.09883721,9.1,-1.708730536194639,2.1
E02000954,Wandsworth 032,13.0,57.5,560,22.44897959,12.0,-1.793199555407352,4.5
E02000955,Wandsworth 033,18.0,53.3,429,17.40696279,14.3,-1.699253441555026,4.9
E02000956,Wandsworth 034,14.4,55.5,511,20.69857697,12.5,-1.560634282176212,4.6
E02000957,Wandsworth 035,13.5,53.5,820,16.2138475,12.7,-1.826565098527167,5.5
E02000958,Wandsworth 036,14.4,39.2,563,19.8156682,13.1,-1.705707025294474,3.4
E02000959,Wandsworth 037,16.9,49.8,488,17.49745677,13.9,-1.527256250661682,4.9
E02000960,Westminster 001,11.7,49.6,1133,14.36781609,13.9,-2.116615330797856,4.2
E02000961,Westminster 002,13.7,60.5,1325,23.67972743,13.9,-1.627782816611677,4.7
E02000962,Westminster 003,14.0,56.2,1142,19.63636364,16.9,-1.24372779871817,4.9
E02000963,Westminster 004,23.8,56.6,594,24.21203438,19.9,-0.9774585250313096,5.7
E02000964,Westminster 005,19.0,56.5,998,19.64769648,18.2,-1.169341989205481,4.8
E02000965,Westminster 006,9.8,56.9,1485,16.23449831,11.5,-1.738450435049368,3.2
E02000966,Westminster 007,8.5,50.9,1983,15.40880503,11.5,-1.865526853480677,3.8
E02000967,Westminster 008,6.4,58.5,1499,12.62729124,9.1,-2.341796177934572,2.6
E02000968,Westminster 009,27.7,67.4,737,28.81172002,22.8,-0.6774755593913123,9.9
E02000969,Westminster 010,25.8,62.4,505,26.11464968,21.3,-0.3970106380969115,7.5
E02000970,Westminster 011,5.9,40.2,2363,10.2739726,8.2,-1.894925943556372,1.7
E02000971,Westminster 012,9.0,55.9,1719,15.81632653,11.0,-1.95466082298321,3.8
E02000972,Westminster 013,10.1,57.3,1602,18.1122449,13.2,-1.169791950200356,3.5
E02000973,Westminster 014,8.9,54.1,2052,16.52281134,12.9,-1.624975751855149,2.7
E02000974,Westminster 015,13.2,65.9,1347,18.99736148,12.7,-1.137767725524806,5.6
E02000975,Westminster 016,5.9,55.0,1958,13.12607945,8.6,-2.0296746666549,3.5
E02000976,Westminster 017,7.8,55.9,1870,18.72399445,11.0,-1.805731125454335,4.1
E02000977,Westminster 018,9.4,44.3,1722,11.14551084,11.0,-1.804371776686136,3.3
E02000978,Westminster 019,5.7,50.9,1792,17.37849779,6.0,-2.230168532132878,2.3
E02000979,Westminster 020,10.8,46.3,1574,15.26845638,13.2,-1.16532338873968,2.9
E02000980,Westminster 021,14.0,57.3,1253,18.15889029,16.5,-0.8853088043852693,3.8
E02000981,Westminster 022,7.6,46.5,1923,15.78947368,11.6,-1.442181683897621,2.1
E02000982,Westminster 023,15.8,61.3,1009,19.93087558,16.8,-1.430411488684609,4.1
E02000983,Westminster 024,16.9,55.6,1158,20.67567568,17.6,-1.152843606884926,3.5
E02006782,Bromley 040,22.6,43.9,475,15.68627451,18.0,-0.8756833236145108,1.1
E02006783,Lewisham 037,30.1,50.7,239,18.64820847,18.1,-0.75062485943177,2.2
E02006784,Lewisham 038,30.2,47.1,319,19.98060136,19.6,-0.7726610705167324,2.2
E02006785,Bexley 029,27.3,40.3,289,16.79586563,18.3,-1.556657499345212,1.6
E02006786,Greenwich 033,22.1,46.8,268,18.28571429,14.7,-1.924274613509452,2.9
E02006787,Bromley 041,16.7,29.6,501,13.65313653,13.1,-0.7486043645478883,0.5
E02006788,Croydon 045,21.3,39.5,294,17.84860558,14.9,-1.215232933362349,1.8
E02006789,Bromley 042,21.1,36.5,542,15.07607192,15.8,-1.54409104918933,0.1
E02006791,Ealing 040,10.2,43.4,897,11.88118812,11.2,-1.603176420755409,2.3
E02006792,Hounslow 029,9.2,45.2,1093,13.69127517,12.4,-1.172796514795066,2.4
E02006793,Enfield 037,30.6,59.7,274,20.46543463,16.4,-1.62142977178679,12.1
E02006794,Haringey 037,30.1,58.7,231,23.10374891,16.9,-1.18516977358035,12.5
E02006795,Harrow 032,14.4,38.7,386,15.77540107,13.9,-1.877847252295827,5.3
E02006796,Hillingdon 033,19.6,39.6,489,13.06191688,13.6,-1.359916413879548,2.2
E02006798,Lewisham 039,18.9,47.7,365,18.01896733,13.7,-1.205603552786013,6.3
E02006799,Barking and Dagenham 023,30.1,50.2,348,19.3174501,18.0,-1.452294424923128,3.3
E02006800,Redbridge 034,18.1,52.7,569,24.10171365,14.3,-1.843414023745914,7.1
E02006801,Lambeth 036,13.0,44.9,1057,15.02683363,12.3,-1.004945325261351,2.4
E02006802,Southwark 034,14.1,41.4,654,15.7807309,14.2,-0.4879002541714607,3.0
E02006836,Sutton 025,12.8,25.7,755,15.1,13.0,-1.263790599713547,0.9
E02006853,Tower Hamlets 032,14.6,58.9,1044,21.9895288,9.7,-1.879073660046539,5.0
E02006854,Tower Hamlets 033,7.9,58.6,1503,23.60248447,6.8,-1.919697842488904,3.7
E02006882,Harrow 033,18.5,27.9,737,16.71606402,14.4,-2.171107978466087,7.0
E02006918,Hackney 028,21.0,51.2,349,25.39130435,15.0,-1.501888680940866,7.6
E02006921,Hackney 029,31.1,52.4,230,29.65217391,14.9,-1.559166923305399,9.5
E02006924,Redbridge 035,17.6,46.8,630,22.14377407,15.5,-1.847781995562244,5.4
E02006925,Redbridge 036,17.0,40.8,743,22.04724409,14.9,-2.022833145965987,4.6
E02006927,Greenwich 034,21.2,51.2,564,20.2965709,16.8,-1.216242103485687,2.3
E02006928,Greenwich 035,11.4,50.4,674,14.09147095,9.2,-1.543349041913059,3.3
E02006929,Greenwich 036,16.9,53.1,741,16.32183908,14.3,-1.549147882135106,2.6
E02006930,Greenwich 037,12.9,46.6,727,13.62940276,11.3,-1.733224811561225,1.8
E02006931,Greenwich 038,14.0,41.1,1170,16.9792695,12.7,-1.439169446070853,1.5
